Key Stage,Year,Curriculum Strand,Section / Topic,Objective / Requirement,Skill Code,Skill Title,Skill URL
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Choosing nouns or pronouns appropriately for clarity and cohesion and to avoid repetition,3-NN.9,Choose between personal and reflexive pronouns,https://uk.ixl.com/english/year-3/choose-between-personal-and-reflexive-pronouns
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation","Develop their understanding of the concepts set out in English Appendix 2 by: > Using conjunctions, adverbs and prepositions to express time and cause",3-X.1,Use conjunctions,https://uk.ixl.com/english/year-3/use-conjunctions
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation","Develop their understanding of the concepts set out in English Appendix 2 by: > Using conjunctions, adverbs and prepositions to express time and cause",3-X.2,Use subordinating conjunctions,https://uk.ixl.com/english/year-3/use-subordinating-conjunctions
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation","Develop their understanding of the concepts set out in English Appendix 2 by: > Using conjunctions, adverbs and prepositions to express time and cause",3-SS.6,"Does the adverb tell you how, when or where?",https://uk.ixl.com/english/year-3/does-the-adverb-tell-you-how-when-or-where
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation","Develop their understanding of the concepts set out in English Appendix 2 by: > Using conjunctions, adverbs and prepositions to express time and cause",3-SS.7,Identify adverbs,https://uk.ixl.com/english/year-3/identify-adverbs
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation","Develop their understanding of the concepts set out in English Appendix 2 by: > Using conjunctions, adverbs and prepositions to express time and cause",3-TT.1,Select the best preposition to match the picture,https://uk.ixl.com/english/year-3/select-the-best-preposition-to-match-the-picture
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation","Develop their understanding of the concepts set out in English Appendix 2 by: > Using conjunctions, adverbs and prepositions to express time and cause",3-TT.2,Select the best preposition to complete the sentence,https://uk.ixl.com/english/year-3/select-the-best-preposition-to-complete-the-sentence
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-X.1,Use conjunctions,https://uk.ixl.com/english/year-3/use-conjunctions
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-X.2,Use subordinating conjunctions,https://uk.ixl.com/english/year-3/use-subordinating-conjunctions
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-MM.11,"Identify plurals, singular possessives and plural possessives",https://uk.ixl.com/english/year-3/identify-plurals-singular-possessives-and-plural-possessives
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-MM.12,Form the singular or plural possessive,https://uk.ixl.com/english/year-3/form-the-singular-or-plural-possessive
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-MM.13,Identify and correct errors with plural and possessive nouns,https://uk.ixl.com/english/year-3/identify-and-correct-errors-with-plural-and-possessive-nouns
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-NN.1,Identify personal pronouns,https://uk.ixl.com/english/year-3/identify-personal-pronouns
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-NN.2,Choose between subject and object personal pronouns,https://uk.ixl.com/english/year-3/choose-between-subject-and-object-personal-pronouns
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-NN.3,Replace the singular noun with a personal pronoun,https://uk.ixl.com/english/year-3/replace-the-singular-noun-with-a-personal-pronoun
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-NN.5,Compound subjects and objects with 'I' and 'me',https://uk.ixl.com/english/year-3/compound-subjects-and-objects-with-i-and-me
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-NN.7,Identify possessive pronouns,https://uk.ixl.com/english/year-3/identify-possessive-pronouns
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-NN.8,Use possessive pronouns,https://uk.ixl.com/english/year-3/use-possessive-pronouns
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-NN.10,Use reflexive pronouns,https://uk.ixl.com/english/year-3/use-reflexive-pronouns
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-QQ.15,To have: use the correct form,https://uk.ixl.com/english/year-3/to-have-use-the-correct-form
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-RR.1,Use the correct article: a or an,https://uk.ixl.com/english/year-3/use-the-correct-article-a-or-an
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-RR.2,Identify articles,https://uk.ixl.com/english/year-3/identify-articles
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-SS.6,"Does the adverb tell you how, when or where?",https://uk.ixl.com/english/year-3/does-the-adverb-tell-you-how-when-or-where
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-SS.7,Identify adverbs,https://uk.ixl.com/english/year-3/identify-adverbs
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-TT.1,Select the best preposition to match the picture,https://uk.ixl.com/english/year-3/select-the-best-preposition-to-match-the-picture
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,3-TT.2,Select the best preposition to complete the sentence,https://uk.ixl.com/english/year-3/select-the-best-preposition-to-complete-the-sentence
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,4-KK.8,Is the sentence simple or compound?,https://uk.ixl.com/english/year-4/is-the-sentence-simple-or-compound
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,5-II.15,Choose between the past tense and past participle,https://uk.ixl.com/english/year-5/choose-between-the-past-tense-and-past-participle
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,5-II.16,Use the perfect verb tenses,https://uk.ixl.com/english/year-5/use-the-perfect-verb-tenses
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Develop their understanding of the concepts set out in English Appendix 2 by: > Learning the grammar for years 3 and 4 in English Appendix 2,5-II.17,Form the perfect verb tenses,https://uk.ixl.com/english/year-5/form-the-perfect-verb-tenses
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Indicate grammatical and other features by: > Indicating possession by using the possessive apostrophe with plural nouns,3-MM.12,Form the singular or plural possessive,https://uk.ixl.com/english/year-3/form-the-singular-or-plural-possessive
Key Stage 2,Year 3,Writing,"Vocabulary, grammar and punctuation",Indicate grammatical and other features by: > Indicating possession by using the possessive apostrophe with plural nouns,3-MM.13,Identify and correct errors with plural and possessive nouns,https://uk.ixl.com/english/year-3/identify-and-correct-errors-with-plural-and-possessive-nouns
Key Stage 2,Year 4,Reading,Word Reading,"Apply their growing knowledge of root words, prefixes and suffixes (etymology and morphology) as listed in English Appendix 1, both to read aloud and to understand the meaning of new words they meet",4-Z.1,"Identify base words, prefixes and suffixes",https://uk.ixl.com/english/year-4/identify-base-words-prefixes-and-suffixes
Key Stage 2,Year 4,Reading,Word Reading,"Apply their growing knowledge of root words, prefixes and suffixes (etymology and morphology) as listed in English Appendix 1, both to read aloud and to understand the meaning of new words they meet",4-Z.2,"Determine the meaning of a word with pre-, re- or mis-",https://uk.ixl.com/english/year-4/determine-the-meaning-of-a-word-with-pre-re-or-mis
