Key Stage,Year,Category Code,Category Name,Skill Code,Skill Number,Skill Title,Skill URL
Key Stage 3,Year 8,L,Developing and supporting arguments,L.2,2,Choose evidence to support a claim,https://uk.ixl.com/english/year-8/choose-evidence-to-support-a-claim
Key Stage 3,Year 8,L,Developing and supporting arguments,L.3,3,Identify supporting details in informational texts,https://uk.ixl.com/english/year-8/identify-supporting-details-in-informational-texts
Key Stage 3,Year 8,L,Developing and supporting arguments,L.4,4,Identify supporting details in literary texts,https://uk.ixl.com/english/year-8/identify-supporting-details-in-literary-texts
Key Stage 3,Year 8,L,Developing and supporting arguments,L.5,5,Identify counterclaims,https://uk.ixl.com/english/year-8/identify-counterclaims
Key Stage 3,Year 8,M,Creative techniques,M.1,1,Use personification,https://uk.ixl.com/english/year-8/use-personification
Key Stage 3,Year 8,N,Editing and revising,N.1,1,Use parallel structure,https://uk.ixl.com/english/year-8/use-parallel-structure
Key Stage 3,Year 8,N,Editing and revising,N.2,2,Remove redundant words or phrases,https://uk.ixl.com/english/year-8/remove-redundant-words-or-phrases
Key Stage 3,Year 8,N,Editing and revising,N.3,3,Use the correct frequently confused word,https://uk.ixl.com/english/year-8/use-the-correct-frequently-confused-word
Key Stage 3,Year 8,N,Editing and revising,N.4,4,Correct errors with frequently confused words,https://uk.ixl.com/english/year-8/correct-errors-with-frequently-confused-words
Key Stage 3,Year 8,N,Editing and revising,N.5,5,Suggest appropriate revisions,https://uk.ixl.com/english/year-8/suggest-appropriate-revisions
Key Stage 3,Year 8,O,Research skills,O.1,1,Identify plagiarism,https://uk.ixl.com/english/year-8/identify-plagiarism
Key Stage 3,Year 8,P,Prefixes and suffixes,P.1,1,Words with pre-,https://uk.ixl.com/english/year-8/words-with-pre
Key Stage 3,Year 8,P,Prefixes and suffixes,P.2,2,Words with re-,https://uk.ixl.com/english/year-8/words-with-re
Key Stage 3,Year 8,P,Prefixes and suffixes,P.3,3,Words with sub-,https://uk.ixl.com/english/year-8/words-with-sub
Key Stage 3,Year 8,P,Prefixes and suffixes,P.4,4,Words with mis-,https://uk.ixl.com/english/year-8/words-with-mis
Key Stage 3,Year 8,P,Prefixes and suffixes,P.5,5,"Words with un-, dis-, in-, im- and non-",https://uk.ixl.com/english/year-8/words-with-un-dis-in-im-and-non
Key Stage 3,Year 8,P,Prefixes and suffixes,P.6,6,Words with -ful,https://uk.ixl.com/english/year-8/words-with-ful
Key Stage 3,Year 8,P,Prefixes and suffixes,P.7,7,Words with -less,https://uk.ixl.com/english/year-8/words-with-less
Key Stage 3,Year 8,P,Prefixes and suffixes,P.8,8,Words with -able and -ible,https://uk.ixl.com/english/year-8/words-with-able-and-ible
Key Stage 3,Year 8,Q,Greek and Latin roots,Q.1,1,Use Greek and Latin roots as clues to the meanings of words,https://uk.ixl.com/english/year-8/use-greek-and-latin-roots-as-clues-to-the-meanings-of-words
Key Stage 3,Year 8,Q,Greek and Latin roots,Q.2,2,Use words as clues to the meanings of Greek and Latin roots,https://uk.ixl.com/english/year-8/use-words-as-clues-to-the-meanings-of-greek-and-latin-roots
Key Stage 3,Year 8,Q,Greek and Latin roots,Q.3,3,Determine the meanings of Greek and Latin roots,https://uk.ixl.com/english/year-8/determine-the-meanings-of-greek-and-latin-roots
Key Stage 3,Year 8,Q,Greek and Latin roots,Q.4,4,Determine the meanings of words with Greek and Latin roots,https://uk.ixl.com/english/year-8/determine-the-meanings-of-words-with-greek-and-latin-roots
Key Stage 3,Year 8,R,Synonyms and antonyms,R.1,1,Choose the synonym,https://uk.ixl.com/english/year-8/choose-the-synonym
Key Stage 3,Year 8,R,Synonyms and antonyms,R.2,2,Choose the antonym,https://uk.ixl.com/english/year-8/choose-the-antonym
Key Stage 3,Year 8,S,Homophones,S.1,1,Use the correct homophone,https://uk.ixl.com/english/year-8/use-the-correct-homophone
Key Stage 3,Year 8,S,Homophones,S.2,2,Which definition matches the sentence?,https://uk.ixl.com/english/year-8/which-definition-matches-the-sentence
Key Stage 3,Year 8,S,Homophones,S.3,3,Which sentence matches the definition?,https://uk.ixl.com/english/year-8/which-sentence-matches-the-definition
Key Stage 3,Year 8,T,Shades of meaning,T.1,1,Describe the difference between related words,https://uk.ixl.com/english/year-8/describe-the-difference-between-related-words
Key Stage 3,Year 8,T,Shades of meaning,T.2,2,Positive and negative connotation,https://uk.ixl.com/english/year-8/positive-and-negative-connotation
Key Stage 3,Year 8,U,Analogies,U.1,1,Analogies,https://uk.ixl.com/english/year-8/analogies
Key Stage 3,Year 8,U,Analogies,U.2,2,Analogies: challenge,https://uk.ixl.com/english/year-8/analogies-challenge
Key Stage 3,Year 8,V,Context clues,V.1,1,Find words using context,https://uk.ixl.com/english/year-8/find-words-using-context
Key Stage 3,Year 8,V,Context clues,V.2,2,Determine the meaning of words using synonyms in context,https://uk.ixl.com/english/year-8/determine-the-meaning-of-words-using-synonyms-in-context
Key Stage 3,Year 8,V,Context clues,V.3,3,Determine the meaning of words using antonyms in context,https://uk.ixl.com/english/year-8/determine-the-meaning-of-words-using-antonyms-in-context
Key Stage 3,Year 8,V,Context clues,V.4,4,Use context to identify the meaning of a word,https://uk.ixl.com/english/year-8/use-context-to-identify-the-meaning-of-a-word
Key Stage 3,Year 8,W,Domain-specific vocabulary,W.1,1,Determine the meaning of domain-specific words with pictures,https://uk.ixl.com/english/year-8/determine-the-meaning-of-domain-specific-words-with-pictures
Key Stage 3,Year 8,X,Reference skills,X.1,1,Alphabetical order,https://uk.ixl.com/english/year-8/alphabetical-order
Key Stage 3,Year 8,X,Reference skills,X.2,2,Use guide words,https://uk.ixl.com/english/year-8/use-guide-words
Key Stage 3,Year 8,X,Reference skills,X.3,3,Use dictionary entries,https://uk.ixl.com/english/year-8/use-dictionary-entries
Key Stage 3,Year 8,X,Reference skills,X.4,4,Use dictionary definitions,https://uk.ixl.com/english/year-8/use-dictionary-definitions
Key Stage 3,Year 8,X,Reference skills,X.5,5,Use thesaurus entries,https://uk.ixl.com/english/year-8/use-thesaurus-entries
Key Stage 3,Year 8,Y,"Sentences, fragments and run-ons",Y.1,1,"Is the sentence declarative, interrogative, imperative or exclamatory?",https://uk.ixl.com/english/year-8/is-the-sentence-declarative-interrogative-imperative-or-exclamatory
Key Stage 3,Year 8,Y,"Sentences, fragments and run-ons",Y.2,2,Identify the complete subject or complete predicate of a sentence,https://uk.ixl.com/english/year-8/identify-the-complete-subject-or-complete-predicate-of-a-sentence
Key Stage 3,Year 8,Y,"Sentences, fragments and run-ons",Y.3,3,Identify the simple subject or simple predicate of a sentence,https://uk.ixl.com/english/year-8/identify-the-simple-subject-or-simple-predicate-of-a-sentence
Key Stage 3,Year 8,Y,"Sentences, fragments and run-ons",Y.4,4,Identify the compound subject or compound predicate of a sentence,https://uk.ixl.com/english/year-8/identify-the-compound-subject-or-compound-predicate-of-a-sentence
Key Stage 3,Year 8,Y,"Sentences, fragments and run-ons",Y.5,5,Is it a complete sentence or a fragment?,https://uk.ixl.com/english/year-8/is-it-a-complete-sentence-or-a-fragment
Key Stage 3,Year 8,Y,"Sentences, fragments and run-ons",Y.6,6,Is it a complete sentence or a run-on?,https://uk.ixl.com/english/year-8/is-it-a-complete-sentence-or-a-run-on
Key Stage 3,Year 8,Y,"Sentences, fragments and run-ons",Y.7,7,"Is it a complete sentence, a fragment or a run-on?",https://uk.ixl.com/english/year-8/is-it-a-complete-sentence-a-fragment-or-a-run-on
Key Stage 3,Year 8,Z,Phrases and clauses,Z.1,1,Is it a phrase or a clause?,https://uk.ixl.com/english/year-8/is-it-a-phrase-or-a-clause
Key Stage 3,Year 8,Z,Phrases and clauses,Z.2,2,Identify appositives and appositive phrases,https://uk.ixl.com/english/year-8/identify-appositives-and-appositive-phrases
Key Stage 3,Year 8,Z,Phrases and clauses,Z.3,3,Identify dependent and independent clauses,https://uk.ixl.com/english/year-8/identify-dependent-and-independent-clauses
Key Stage 3,Year 8,Z,Phrases and clauses,Z.4,4,"Is the sentence simple, compound, complex or compound-complex?",https://uk.ixl.com/english/year-8/is-the-sentence-simple-compound-complex-or-compound-complex
Key Stage 3,Year 8,Z,Phrases and clauses,Z.5,5,Combine sentences using relative clauses,https://uk.ixl.com/english/year-8/combine-sentences-using-relative-clauses
Key Stage 3,Year 8,AA,Nouns,AA.1,1,Form and use plurals: review,https://uk.ixl.com/english/year-8/form-and-use-plurals-review
Key Stage 3,Year 8,AA,Nouns,AA.2,2,Form and use plurals of compound nouns,https://uk.ixl.com/english/year-8/form-and-use-plurals-of-compound-nouns
